,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
120,295938,Confirmatory,Displacement of [125I][Tyr14]nociceptin FQ from human NOP receptor expressed in CHO cell membrane,Title: Synthesis and structure-activity relationships of 4-hydroxy-4-phenylpiperidines as nociceptin receptor ligands: Part 2._||_Abstract: A series of 4-[2-(aminomethyl)phenyl]-1-[bis(2-chlorophenyl)methyl]-4-hydroxypiperidine analogs has been identified as nociceptin receptor ligands. These compounds display high affinity and functional activity at the nociceptin receptor. The synthesis and structure-activity relationships at the C-4 phenyl and N-1 positions are described and the antitussive activity of a selected compound is reported.,43,ChEMBL,CHEMBL892111,20181022,9824565|9866158|9924923|9958643|10043439|10089987|10091033|10093682|10269001|10314141|10315818|10336926|10362733|10384734|10427620|11757207|16747695|20481138|22970051|23383564|44430007|44430008|44430009|44430012|44430013|44430014|44430016|44430018|44430021|44430022|44430023|44430024|44430025|44430026|44430028|44430029|44430033|44430036|44430038|44430040|44430042|44430043|44430044|44430045|44430046|44430047|44430048|44430049|44430050|44430079|44430080|44430081|44430083|44430084|44430085|44430087|44431782,103524238|103531618|103531619|103531620|103531621|103531622|103531623|103531624|103531629|103531630|103531631|103531632|103531634|103531636|103531638|103531641|103531643|103531644|103531645|103531647|103531649|103531650|103531652|103531655|103531656|103531658|103531659|103531661|103531673|103531675|103531679|103531681|103531683|103531684|103531686|103531689|103531690|103531691|103531692|103531693|103531694|103531695|103531696|103531697|103531698|103531699|103531700|103531701|103531742|103531743|103531744|103531745|103531747|103531748|103531749|103531751|103534479,4987,,P41146,Curation Efforts|Research and Development,17420123,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
125,295946,Literature-derived,Activity at human NOP receptor transfected in CHO cells assessed as inhibition of [35S]GTP-gamma-S at 1 uM,Title: Synthesis and structure-activity relationships of 4-hydroxy-4-phenylpiperidines as nociceptin receptor ligands: Part 2._||_Abstract: A series of 4-[2-(aminomethyl)phenyl]-1-[bis(2-chlorophenyl)methyl]-4-hydroxypiperidine analogs has been identified as nociceptin receptor ligands. These compounds display high affinity and functional activity at the nociceptin receptor. The synthesis and structure-activity relationships at the C-4 phenyl and N-1 positions are described and the antitussive activity of a selected compound is reported.,43,ChEMBL,CHEMBL893134,20181022,44430048,103531698,4987,,P41146,Curation Efforts|Research and Development,17420123,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
126,295947,Literature-derived,Activity at human NOP receptor transfected in CHO cells assessed as inhibition of [35S]GTPgammaS at 10 uM,Title: Synthesis and structure-activity relationships of 4-hydroxy-4-phenylpiperidines as nociceptin receptor ligands: Part 2._||_Abstract: A series of 4-[2-(aminomethyl)phenyl]-1-[bis(2-chlorophenyl)methyl]-4-hydroxypiperidine analogs has been identified as nociceptin receptor ligands. These compounds display high affinity and functional activity at the nociceptin receptor. The synthesis and structure-activity relationships at the C-4 phenyl and N-1 positions are described and the antitussive activity of a selected compound is reported.,43,ChEMBL,CHEMBL893135,20181022,44430049,103531699,4987,,P41146,Curation Efforts|Research and Development,17420123,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
129,296547,Confirmatory,Antagonist activity at human NOP receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay,"Title: Synthesis and biological activity of nociceptin/orphanin FQ analogues substituted in position 7 or 11 with Calpha,alpha-dialkylated amino acids._||_Abstract: Previous structure-activity and NMR studies on nociceptin/orphanin FQ (N/OFQ) demonstrated that Aib substitution of Ala(7) and/or Ala(11) increases the peptide potency through an alpha helix structure induction mechanism. On these bases we synthesised and evaluated pharmacologically in the mouse vas deferens assay a series of N/OFQ-NH(2) analogues substituted in position 7 and 11 with Calpha,alpha-disubstituted cyclic, linear and branched amino acids. None of the 20 novel N/OFQ analogues produced better results than [Aib(7)]N/OFQ-NH(2). Thus, this substitution was combined with other chemical modifications known to modulate peptide potency and/or efficacy generating compound 21 [Nphe(1)Aib(7)Arg(14)Lys(15)]N/OFQ-NH(2) (coded as UFP-111), compound 22 [(pF)Phe(4)Aib(7)Arg(14)Lys(15)]N/OFQ-NH(2) (UFP-112) and compound 23 [Phe(1)Psi(CH(2)-NH)Gly(2)(pF)Phe(4)Aib(7)Arg(14)Lys(15)]N/OFQ-NH(2) (UFP-113). These novel peptides behaved as highly potent NOP receptor ligands showing full (UFP-112) and partial (UFP-113) agonist and pure antagonist (UFP-111) activities in a series of in vitro functional assays performed on pharmacological preparations expressing native as well as recombinant NOP receptors.",43,ChEMBL,CHEMBL894816,20181022,16131448|44430608|44430609|73345634,103532601|103532602|103532611|174485212,4987,,P41146,Curation Efforts|Research and Development,17490886,0,,P41146,9606.0,197.0,,,0,0,1,1,1,1
133,306450,Confirmatory,Displacement of [125I]nociceptin from human nociceptin receptor expressed in CHO cell membrane,Title: Synthesis and structure-activity relationships of N-substituted spiropiperidines as nociceptin receptor ligands._||_Abstract: A series of N-substituted analogs based upon the spiropiperidine core of 1 was synthesized and exhibited high binding affinity to the nociceptin (NOP) receptor. The selectivities against other known opioid receptors were determined.,43,ChEMBL,CHEMBL886502,20181022,70419|9797246|9934232|9947044|9997843|10137134|10475466|15541261|16739256|18782352|18782374|18782376|18782378|18782384|24735827|25190598|25190624|44438912|44438914|44438916|44438917|44438920|44438921|44438922|44438961|44438962|44438963|44438964|44438965|44438966|44438967|44438968|44438971|44438974|44438975|44438978|44438983|44438988|44438993|44439000|44439001,103196302|103196537|103476557|103546513|103546514|103546516|103546517|103546519|103546520|103546523|103546524|103546525|103546526|103546585|103546586|103546587|103546588|103546589|103546590|103546591|103546592|103546593|103546594|103546595|103546596|103546597|103546598|103546599|103546600|103546601|103546602|103546603|103546604|103546605|103546606|103546607|103546608|103546609|103546610|103546611|103546612,4987,,P41146,Curation Efforts|Research and Development,17289383,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
142,316815,Literature-derived,Antagonist activity at human ORL1-Galpha fusion receptor in COS7 cells by [35S]GTP-gamma-S binding assay,"Title: Designed modification of partial agonist of ORL1 nociceptin receptor for conversion into highly potent antagonist._||_Abstract: Nociceptin is an endogenous agonist ligand of the ORL1 (opioid receptor-like 1) receptor, and its antagonist is a potential target of therapeutics for analgesic and antineuropathy drugs. Ac-RYYRIK-NH(2) is a hexapeptide isolated from the peptide library as an antagonist that inhibits the nociceptin activities mediated through ORL1. However, the structural elements required for this antagonist activity are still indeterminate. In the present study, we evaluated the importance of the acetyl-methyl group in receptor binding and activation, examining the peptides acyl-RYYRIK-NH(2), where acyl (R-CO) possesses a series of alkyl groups, R=C(n)H(2n+1) (n=0-5). The isovaleryl derivative with the C(4)H(9) (=(CH(3))(2)CHCH(2)-) group was found to reveal a high receptor-binding affinity and a strong antagonist nature. This peptide achieved a primary goal of eliminating the agonist activity of Ac-RYYRIK-NH(2) and producing pure antagonist activity.",43,ChEMBL,CHEMBL930558,20181023,44456028,103575405,4987,,P41146,Curation Efforts|Research and Development,18068993,0,,P41146,9606.0,207.0,,,1,0,1,1,1,1
143,318535,Confirmatory,Displacement of [3H]nociceptin from ORL1 receptor,"Title: A-803467, a potent and selective Nav1.8 sodium channel blocker, attenuates neuropathic and inflammatory pain in the rat._||_Abstract: Activation of tetrodotoxin-resistant sodium channels contributes to action potential electrogenesis in neurons. Antisense oligonucleotide studies directed against Na(v)1.8 have shown that this channel contributes to experimental inflammatory and neuropathic pain. We report here the discovery of A-803467, a sodium channel blocker that potently blocks tetrodotoxin-resistant currents (IC(50) = 140 nM) and the generation of spontaneous and electrically evoked action potentials in vitro in rat dorsal root ganglion neurons. In recombinant cell lines, A-803467 potently blocked human Na(v)1.8 (IC(50) = 8 nM) and was >100-fold selective vs. human Na(v)1.2, Na(v)1.3, Na(v)1.5, and Na(v)1.7 (IC(50) values >or=1 microM). A-803467 (20 mg/kg, i.v.) blocked mechanically evoked firing of wide dynamic range neurons in the rat spinal dorsal horn. A-803467 also dose-dependently reduced mechanical allodynia in a variety of rat pain models including: spinal nerve ligation (ED(50) = 47 mg/kg, i.p.), sciatic nerve injury (ED(50) = 85 mg/kg, i.p.), capsaicin-induced secondary mechanical allodynia (ED(50) approximately 100 mg/kg, i.p.), and thermal hyperalgesia after intraplantar complete Freund's adjuvant injection (ED(50) = 41 mg/kg, i.p.). A-803467 was inactive against formalin-induced nociception and acute thermal and postoperative pain. These data demonstrate that acute and selective pharmacological blockade of Na(v)1.8 sodium channels in vivo produces significant antinociception in animal models of neuropathic and inflammatory pain.",43,ChEMBL,CHEMBL935653,20181023,16038374,103558202,4987,,P41146,Curation Efforts|Research and Development,17483457,0,,P41146,,,,,0,0,0,0,0,0
145,319759,Confirmatory,Antagonist activity at human ORL1 receptor expressed in CHO cell membrane by [35S]GTP-gamma-S binding assay,"Title: Identification of novel benzimidazole series of potent and selective ORL1 antagonists._||_Abstract: Structure-activity studies on benzimidazole lead 1 obtained from library screening led to the discovery of potent and selective ORL1 antagonist 28, 5-chloro-2-[(1-ethyl-1-methylpropyl)thio]-6-[4-(2-hydroxyethyl)piperazin-1-yl]-1H-benzimidazole, which is structurally distinct from conventional non-peptide antagonists known to date.",43,ChEMBL,CHEMBL931349,20181023,10199945|10221539|17858448|22272877|22272900|22272974|22273044|24857820|44449766|44450085|44450086|44450151|44450208|44450209|44450210,103565060|103565500|103565501|103565502|103565503|103565543|103565545|103565546|103565591|103565593|103565630|103565633|103565675|103565676|103565677,4987,,P41146,Curation Efforts|Research and Development,18468891,0,,P41146,9606.0,197.0,,,0,0,1,1,1,1
146,322605,Confirmatory,Antagonist activity at human ORL1 receptor expressed in CHO cells assessed as inhibition of nociceptin-stimulated internal calcium mobilization,"Title: A new synthesis of the ORL-1 antagonist 1-[(3R,4R)-1-cyclooctylmethyl-3-hydroxymethyl-4-piperidinyl]-3-ethyl-1,3-dihydro-2H-benzimidazol-2-one (J-113397) and activity in a calcium mobilization assay._||_Abstract: A new chiral synthesis of the ORL-1 antagonist 1-[(3R,4R)-1-cyclooctylmethyl-3-hydroxymethyl-4-piperidinyl]-3-ethyl-1,3-dihydro-2H-benzimidazol-2-one (2, J-113397) was developed. J-113397 has a K(e)=0.85nM in an ORL-1 calcium mobilization assay and is 89-, 887-, and 227-fold selective for the ORL-1 receptor relative to the mu, delta, and kappa opioid receptors.",43,ChEMBL,CHEMBL936854,20181023,5311194,103392033,4987,,P41146,Curation Efforts|Research and Development,17976996,0,,P41146,9606.0,197.0,,,0,0,1,1,1,1
149,340260,Confirmatory,Inhibition of human ORL1 receptor,"Title: Identification of a potent, selective, and orally active leukotriene a4 hydrolase inhibitor with anti-inflammatory activity._||_Abstract: LTA 4H is a ubiquitously distributed 69 kDa zinc-containing cytosolic enzyme with both hydrolase and aminopeptidase activity. As a hydrolase, LTA 4H stereospecifically catalyzes the transformation of the unstable epoxide LTA 4 to the diol LTB 4, a potent chemoattractant and activator of neutrophils and a chemoattractant of eosinophils, macrophages, mast cells, and T cells. Inhibiting the formation of LTB 4 is expected to be beneficial in the treatment of inflammatory diseases such as inflammatory bowel disease (IBD), asthma, and atherosclerosis. We developed a pharmacophore model using a known inhibitor manually docked into the active site of LTA 4H to identify a subset of compounds for screening. From this work we identified a series of benzoxazole, benzthiazole, and benzimidazole inhibitors. SAR studies resulted in the identification of several potent inhibitors with an appropriate cross-reactivity profile and excellent PK/PD properties. Our efforts focused on further profiling JNJ 27265732, which showed encouraging efficacy in a disease model relevant to IBD.",43,ChEMBL,CHEMBL983894,20181025,16131448,103532611,4987,,P41146,Curation Efforts|Research and Development,18588282,0,,P41146,9606.0,,,,0,0,0,0,0,0
150,340359,Literature-derived,Inhibition of human ORL1 receptor at 1 uM,"Title: Identification of a potent, selective, and orally active leukotriene a4 hydrolase inhibitor with anti-inflammatory activity._||_Abstract: LTA 4H is a ubiquitously distributed 69 kDa zinc-containing cytosolic enzyme with both hydrolase and aminopeptidase activity. As a hydrolase, LTA 4H stereospecifically catalyzes the transformation of the unstable epoxide LTA 4 to the diol LTB 4, a potent chemoattractant and activator of neutrophils and a chemoattractant of eosinophils, macrophages, mast cells, and T cells. Inhibiting the formation of LTB 4 is expected to be beneficial in the treatment of inflammatory diseases such as inflammatory bowel disease (IBD), asthma, and atherosclerosis. We developed a pharmacophore model using a known inhibitor manually docked into the active site of LTA 4H to identify a subset of compounds for screening. From this work we identified a series of benzoxazole, benzthiazole, and benzimidazole inhibitors. SAR studies resulted in the identification of several potent inhibitors with an appropriate cross-reactivity profile and excellent PK/PD properties. Our efforts focused on further profiling JNJ 27265732, which showed encouraging efficacy in a disease model relevant to IBD.",43,ChEMBL,CHEMBL987452,20181025,11200344|11245596|11739248,103602484|103602485|103602918,4987,,P41146,Curation Efforts|Research and Development,18588282,0,,P41146,9606.0,,,,0,0,0,0,0,0
151,342864,Confirmatory,Displacement of [3H]N/OFQ from human NOP receptor expressed in CHO cells,"Title: High affinity conformationally constrained nociceptin/orphanin FQ(1-13) amide analogues._||_Abstract: A series of cyclic analogues with a lactam linkage were prepared by solid phase peptide synthesis to explore possible biologically active conformation(s) of nociceptin/orphanin FQ (N/OFQ). cyclo[D-Asp(7),Lys(10)]- and cyclo[Asp (6),Lys(10)]N/OFQ(1-13)NH2 exhibit high affinity (Ki = 0.27 and 0.34 nM, respectively) and high potency in the GTPgammaS assay (EC 50 = 1.6 and 4.1 nM, respectively) at human nociceptin/orphanin FQ peptide (NOP) receptors. These analogues exhibit 2- to 3-fold higher affinity and 2- to 5-fold higher potency than the parent peptide.",43,ChEMBL,CHEMBL989169,20181026,6324645|25084507|25084509|25084510|44578000,103235679|103623104|103623105|103762443|103762444,4987,,P41146,Curation Efforts|Research and Development,18624395,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
154,342867,Confirmatory,Binding affinity to human NOP receptor,"Title: High affinity conformationally constrained nociceptin/orphanin FQ(1-13) amide analogues._||_Abstract: A series of cyclic analogues with a lactam linkage were prepared by solid phase peptide synthesis to explore possible biologically active conformation(s) of nociceptin/orphanin FQ (N/OFQ). cyclo[D-Asp(7),Lys(10)]- and cyclo[Asp (6),Lys(10)]N/OFQ(1-13)NH2 exhibit high affinity (Ki = 0.27 and 0.34 nM, respectively) and high potency in the GTPgammaS assay (EC 50 = 1.6 and 4.1 nM, respectively) at human nociceptin/orphanin FQ peptide (NOP) receptors. These analogues exhibit 2- to 3-fold higher affinity and 2- to 5-fold higher potency than the parent peptide.",43,ChEMBL,CHEMBL989172,20181026,6324645|25080768|25088989,103235679|103364114|103762445,4987,,P41146,Curation Efforts|Research and Development,18624395,0,,P41146,9606.0,,,,0,0,0,0,0,0
157,343406,Confirmatory,Antagonist activity at human ORL1 expressed in CHO cells assessed as effect on nociceptin-induced GTPgammaS binding,"Title: A novel class of cycloalkano[b]pyridines as potent and orally active opioid receptor-like 1 antagonists with minimal binding affinity to the hERG K+ channel._||_Abstract: A series of compounds based on 7-{[4-(2-methylphenyl)piperidin-1-yl]methyl}-6,7,8,9-tetrahydro-5 H-cyclohepta[ b]pyridine-9-ol ( (-)-8b), a potent and selective opioid receptor-like 1 (ORL1) antagonist, was prepared and evaluated using structure-activity relationship studies with the aim of removing its affinity to human ether-a-go-go related gene (hERG) K (+) channel. From these studies, 10l was identified as an optimized structure with respect to ORL1 antagonist activity, and affinity to the hERG K (+)channel. Furthermore, 10l showed good in vivo antagonism with a wide therapeutic index in regards to adverse cardiovascular effects.",43,ChEMBL,CHEMBL948530,20181026,11152739|11187225|11188910|11326750|11372427|11462727|24894426|24894428|44561020|44561518,103585174|103585175|103585176|103585177|103585178|103585428|103586122|103586123|103586255|103586256,4987,,P41146,Curation Efforts|Research and Development,18537234,0,,P41146,9606.0,197.0,,,0,0,1,1,1,1
163,350957,Literature-derived,Inhibition of ORL1 receptor at 10 uM,"Title: Efficacy, pharmacokinetics, and metabolism of tetrahydroquinoline inhibitors of Plasmodium falciparum protein farnesyltransferase._||_Abstract: New antimalarials are urgently needed. We have shown that tetrahydroquinoline (THQ) protein farnesyltransferase (PFT) inhibitors (PFTIs) are effective against the Plasmodium falciparum PFT and are effective at killing P. falciparum in vitro. Previously described THQ PFTIs had limitations of poor oral bioavailability and rapid clearance from the circulation of rodents. In this paper, we validate both the Caco-2 cell permeability model for predicting THQ intestinal absorption and the in vitro liver microsome model for predicting THQ clearance in vivo. Incremental improvements in efficacy, oral absorption, and clearance rate were monitored by in vitro tests; and these tests were followed up with in vivo absorption, distribution, metabolism, and excretion studies. One compound, PB-93, achieved cure when it was given orally to P. berghei-infected rats every 8 h for a total of 72 h. However, PB-93 was rapidly cleared, and dosing every 12 h failed to cure the rats. Thus, the in vivo results corroborate the in vitro pharmacodynamics and demonstrate that 72 h of continuous high-level exposure to PFTIs is necessary to kill plasmodia. The metabolism of PB-93 was demonstrated by a novel technique that relied on double labeling with a radiolabel and heavy isotopes combined with radiometric liquid chromatography and mass spectrometry. The major liver microsome metabolite of PB-93 has the PFT Zn-binding N-methyl-imidazole removed; this metabolite is inactive in blocking PFT function. By solving the X-ray crystal structure of PB-93 bound to rat PFT, a model of PB-93 bound to malarial PFT was constructed. This model suggests areas of the THQ PFTIs that can be modified to retain efficacy and protect the Zn-binding N-methyl-imidazole from dealkylation.",43,ChEMBL,CHEMBL1022877,20180910,17758320,103530856,4987,,P41146,Curation Efforts|Research and Development,17606674,0,,P41146,,,,,0,0,0,0,0,0
165,351302,Confirmatory,Antagonist activity against ORL1 receptor by [S35]GTPgammaS binding,"Title: 2-Cyclohexylcarbonylbenzimidazoles as potent, orally available and brain-penetrable opioid receptor-like 1 (ORL1) antagonists._||_Abstract: The synthesis and biological evaluation of new potent opioid receptor-like 1 (ORL1) antagonists are presented. Conversion of the thioether linkage of the prototype [It is reported prior to this communication as a consecutive series.: Kobayashi, K.; Kato, T.; Yamamoto, I.; Shimizu, A.; Mizutani, S.; Asai, M.; Kawamoto, H.; Ito, S.; Yoshizumi, T.; Hirayama, M.; Ozaki, S.; Ohta, H.; Okamoto, O. Bioorg. Med. Chem. Lett., in press] to the carbonyl linker effectively reduces susceptibility to P-glycoprotein (P-gp) efflux. This finding led to the identification of 2-cyclohexylcarbonylbenzimizole analogue 7c, which exhibited potent ORL1 activity, excellent selectivity over other receptors and ion channels, and poor susceptibility to P-gp. Compound 7c also showed satisfactory pharmacokinetic profiles and brain penetrability in laboratory animals. Furthermore, 7c showed good in vivo antagonism. Hence, 7c was selected as a clinical candidate for a brain-penetrable ORL1 antagonist.",43,ChEMBL,CHEMBL1014962,20180910,9823363|44143432|44143434|44143435|44143436|44143437,103614145|103615612|103615613|103615614|103615615|103615759,4987,,P41146,Curation Efforts|Research and Development,19394217,0,,P41146,,,,,0,0,1,1,1,1
167,351803,Confirmatory,Antagonist activity at ORL1 receptor expressed in CHO cells assessed as inhibition of NC/OFQ-stimulated [35S]GTPgammaS binding,Title: Optimization of benzimidazole series as opioid receptor-like 1 (ORL1) antagonists: SAR study directed toward improvement of selectivity over hERG activity._||_Abstract: A structure-activity relationship (SAR) study on the benzimidazole series of opioid receptor-like 1 (ORL1) antagonists related to 1 is described. Optimization of 1 by introduction of a hydrophilic substituent into the thioether part resulted in identification of potent ORL1 antagonists with high selectivity over binding affinity for hERG and other opioid receptors.,43,ChEMBL,CHEMBL972464,20180910,24857819|44143432|44143433|44143438|44143442|44143445|44143446|44143448|44143449|44143450|44143451|44143452|44143453|44143454|44143455|44143456|44143457|44574003|44574053,103614001|103614002|103614078|103614079|103614142|103614143|103614144|103614145|103614218|103614219|103614220|103614221|103614295|103614296|103614297|103614298|103614369|103614370|103614371|103614372,4987,,P41146,Curation Efforts|Research and Development,19398200,0,,P41146,,197.0,,,0,0,1,1,1,1
168,352469,Confirmatory,Displacement of [125I][Tyr14]nociceptin from human cloned ORL1 receptor expressed in CHO cells,"Title: Identification of 3-substituted N-benzhydryl-nortropane analogs as nociceptin receptor ligands for the management of cough and anxiety._||_Abstract: A series of nortropane analogs based on previously reported compound 1 have been synthesized and shown to bind to the nociceptin receptor with high affinity. The synthesis and structure-activity relationships around the C-3 nortropane substitution are described. From the SAR study and hPXR screening effort, compound 15 was identified to possess potent oral antitussive and anxiolytic-like activities in the guinea pig models.",43,ChEMBL,CHEMBL1009675,20180910,25235412|44247589|44574958|44575043|76309739|76309740|76313421|76313422|76313423|76313424|76313425|76313426|76313427|76316935|76316936|76316937|76320663|76320664|76320665|76320666|76324308|76324309|76324310|76324311|76327872|76327873|76327874|76327875|76327876|76327877|76331524|76331525|76335140|76335141|76335142|76335143|76335144|76335145,103615795|103615945|194137830|194137831|194144712|194144713|194144714|194144715|194144716|194144717|194144718|194151542|194151543|194151544|194158559|194158560|194158561|194158562|194158563|194158564|194165496|194165497|194165498|194165499|194172352|194172353|194172354|194172355|194172356|194172357|194179189|194179190|194186041|194186042|194186043|194186044|194186045|194186046,4987,,P41146,Curation Efforts|Research and Development,19332374,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
179,375082,Confirmatory,Antagonist activity at ORL1 receptor expressed in CHO cells assessed as inhibition of NC/OFQ-stimulated [35S]GTPgammaS binding,"Title: Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists._||_Abstract: The synthesis and biological evaluation of new potent opioid receptor-like 1 antagonists are presented. A structure-activity relationship (SAR) study of arylpyrazole lead compound 1 obtained from library screening identified compound 31, (1S,3R)-N-{[1-(3-chloropyridin-2-yl)-5-(5-fluoro-6-methylpyridin-3-yl)-4-methyl-1H-pyrazol-3-yl]methyl}-3-fluorocyclopentanamine, which exhibits high intrinsic potency and selectivity against other opioid receptors and hERG potassium channel.",43,ChEMBL,CHEMBL1007469,20180910,44143406|44143418|44143419|44143427|44143428|44143429|44143430|44143431,103613825|103613826|103613890|103614628|103614629|103614630|103614631|103614691,4987,,P41146,Curation Efforts|Research and Development,19447610,0,,P41146,,197.0,,,0,0,1,1,1,1
180,375525,Confirmatory,Antagonist activity at human recombinant NOP receptor expressed in CHO cells coexpressing alphaqi5 assessed as inhibition of N/OFQ-induced intracellular calcium mobilization,Title: Further studies at neuropeptide s position 5: discovery of novel neuropeptide S receptor antagonists._||_Abstract: Neuropeptide S (NPS) regulates various biological functions by activating the NPS receptor (NPSR). Previous studies demonstrated that the substitution of Gly(5) with d-amino acids generates NPSR antagonists. Eleven [d-Xaa(5)]NPS derivatives were synthesized and pharmacologically tested measuring [Ca(2+)](i) in HEK293(mNPSR) cells. The results confirmed that the [d-Xaa(5)] substitution promotes antagonist activity with potency inversely related to the side chain size and allowed identification of the novel potent NPSR peptide antagonist [(t)Bu-d-Gly(5)]NPS.,43,ChEMBL,CHEMBL1001568,20180910,16131448|44186330,103532611|124959284,4987,,P41146,Curation Efforts|Research and Development,19473027,0,,P41146,9606.0,197.0,,,0,0,1,1,1,1
181,375532,Literature-derived,Antagonist activity at human recombinant NOP receptor expressed in CHO cells coexpressing alphaqi5 assessed as inhibition of N/OFQ-induced intracellular calcium mobilization at up to 10 uM,Title: Further studies at neuropeptide s position 5: discovery of novel neuropeptide S receptor antagonists._||_Abstract: Neuropeptide S (NPS) regulates various biological functions by activating the NPS receptor (NPSR). Previous studies demonstrated that the substitution of Gly(5) with d-amino acids generates NPSR antagonists. Eleven [d-Xaa(5)]NPS derivatives were synthesized and pharmacologically tested measuring [Ca(2+)](i) in HEK293(mNPSR) cells. The results confirmed that the [d-Xaa(5)] substitution promotes antagonist activity with potency inversely related to the side chain size and allowed identification of the novel potent NPSR peptide antagonist [(t)Bu-d-Gly(5)]NPS.,43,ChEMBL,CHEMBL1001575,20180910,16131448|44186330,103532611|124959284,4987,,P41146,Curation Efforts|Research and Development,19473027,0,,P41146,9606.0,197.0,,,0,0,1,1,1,1
182,392711,Confirmatory,Displacement of [125I]nociceptin from human NOP expressed in CHO cells,Title: Synthesis and structure-activity relationships of N-substituted spiropiperidines as nociceptin receptor ligands: part 2._||_Abstract: A series of N-8 substituted analogs based upon the spiropiperidine core of the original lead compound 1 was synthesized. This lead has been elaborated to compounds to give compounds 2 and 3 (R=H) that exhibited high NOP binding affinity as well as selectivity against other known opioid receptors. These two series have been further functionalized at the amido nitrogen. The synthesis and structure-activity relationship (SAR) of these and related compounds are discussed.,43,ChEMBL,CHEMBL1030622,20180910,3396|9806799|9934232|9937777|10158555|10252647|10323169|15541261|23383556|25190572|25190573|25190574|25190575|25190576|25190577|25190578|25190579|25190580|25190581|25190582|25190583|25190584|25190585|25190586|25190587|25190588|25190589|25190590|25190591|25190592|25190593|25190594|25190595|25190596|25190597|25190598|25190599|25190600|25190601|25190602|25190603|25190604|25190605|25190606|25190607|25190608|25190609|25190610|25190611|25190612|25190613|25190614|25190615|25190616|25190617|25190618|25190619|25190620|25190621|25190622|25190623|25190624|25190625|25190626|25190627|25190628|25190629|25190630,103224650|103546523|103546588|103546597|103546603|103650925|103650926|103650927|103650928|103650988|103651108|103651109|103651110|103651111|103651112|103651157|103651158|103651159|103651213|103651214|103651215|103651216|103651277|103651278|103651279|103651280|103651320|103651321|103651322|103651371|103651372|103651373|103651374|103651413|103651414|103651415|103651416|103651465|103651466|103651467|103651468|103651469|103651512|103651513|103651514|103651515|103651516|103651567|103651568|103651569|103651570|103651571|103651572|103651573|103651630|103651631|103651632|103651633|103651634|103651635|103651698|103651699|103651700|103651701|103651753|103651754|103651755|103651756,4987,,P41146,Curation Efforts|Research and Development,19147350,0,,P41146,9606.0,197.0,,,0,0,0,0,0,0
187,408037,Confirmatory,Antagonist activity at human ORL1 receptor by [35S]GTPgammaS binding assay,"Title: Novel ORL1-selective antagonists with oral bioavailability and brain penetrability._||_Abstract: Following the discovery of 5-chloro-6-[piperazin-1-yl]-1H-benzimidazole as a novel pharmacophore for potent and selective ORL1 antagonist activity, optimization of this new lead by introduction of a methyl substitution on the piperazine ring resulted in a highly potent and selective, orally available, and brain penetrable ORL1 antagonist, 2-(tert-butylthio)-5-chloro-6-[(2R)-4-(2-hydroxyethyl)-2-methylpiperazin-1-yl]-1H-benzimidazole. Stereochemistry of the methyl substituent on the piperazine ring to control the functional activity of other opioid receptors is also described.",43,ChEMBL,CHEMBL953419,20181025,10221539|22272877|24857819|24857820|44576625|44576626|44576627|44576628,103565501|103565543|103565546|103614001|103620367|103620368|103620369|103620370,4987,,P41146,Curation Efforts|Research and Development,18448337,0,,P41146,9606.0,,,,0,0,1,1,1,1
