,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
67,156819,Confirmatory,In vitro inhibitory activity against [3H](+)-MK-801 binding to PCP receptor in guinea pig brain membrane homogenates,"Title: Synthesis and structure-activity relationships of N,N'-di-o-tolylguanidine analogues, high-affinity ligands for the haloperidol-sensitive sigma receptor._||_Abstract: With an eye toward the development of novel atypical antipsychotic agents, we have studied the structure-affinity relationships of N,N'-di-o-tolylguanidine (DTG, 3) and its congeners at the haloperidol-sensitive sigma receptor. A number of DTG analogues were synthesized and evaluated in in vitro radioligand displacement experiments with guinea pig brain membrane homogenates, using the highly sigma-specific radioligands [3H]-3 and [3H]-(+)-3-(3-hydroxyphenyl)-N-(1-propyl)piperidine and the phencyclidine (PCP) receptor specific compounds [3H]-N-[1-(2-thienyl)-cyclohexyl]piperidine and [3H]-(+)-5-methyl-10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5,10- imine. The affinity of N,N'-diarylguanidines for the sigma receptor decreases with increasing steric bulk of ortho substituents larger than C2H5. Hydrophobic substituents are generally preferred over similarly positioned hydrophilic ones. Furthermore, electroneutral substituents are preferred over strongly electron donating or withdrawing groups. Significant binding to the sigma receptor is usually retained as long as at least one side of the guanidine bears a preferred group (e.g. 2-CH3C6H5). Replacement of one or both aryl rings with certain saturated carbocycles (e.g. cyclohexyl, norbornyl, or adamantyl) leads to a significant increase in affinity. By combining the best aromatic and best saturated carbocyclic substituents in the same molecule, we arrived at some of the most potent sigma ligands described to date (e.g. N-exo-2-norbornyl-N'-(2-iodophenyl)guanidine, IC50 = 3 nM vs [3H]-3). All of the compounds tested were several orders of magnitude more potent at the sigma receptor than at the PCP receptor, with a few notable exceptions. This series of disubstituted guanidines may be of value in the development of potential antipsychotics and in the further pharmacological and biochemical characterization of the sigma receptor.",43,ChEMBL,CHEMBL763611,20181013,7333|22648|41011|344343|428911|9919363|10243335|10378304|13781931|13781936|13781937|13781939|14771665|14771666|14771667|14771668|14771671|14771673|14771691|14771692|14771693|14771694|14771695|14771697|14771698|14771699|14771702|14771705|14771710|14771712|14771714|14771716|14771718|14771720|14771722|14771724|14771729|14771737|14771743|14771744|45260838|45260847|45260873|45260896|45260905|45264668,103186197|103282211|103282212|103282235|103282324|103282328|103282474|103282475|103282477|103282513|103282696|103282864|103282885|103282888|103282916|103282919|103282920|103282943|103282947|103282979|103283104|103283114|103283130|103283132|103283297|103283311|103283316|103283876|103671873|103671879|103671903|103671905|103671917|103671956|103671960|103671968|103671994|103672001|103672006|103677556|103677558|103677569|103677601|103677612|103679655|160677132,2902|2903|2904|2905|2906|116443|116444,In vitro,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1975275.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
68,156820,Confirmatory,In vitro inhibitory activity against [3H]-TCP binding to PCP receptor in guinea pig brain membrane homogenates,"Title: Synthesis and structure-activity relationships of N,N'-di-o-tolylguanidine analogues, high-affinity ligands for the haloperidol-sensitive sigma receptor._||_Abstract: With an eye toward the development of novel atypical antipsychotic agents, we have studied the structure-affinity relationships of N,N'-di-o-tolylguanidine (DTG, 3) and its congeners at the haloperidol-sensitive sigma receptor. A number of DTG analogues were synthesized and evaluated in in vitro radioligand displacement experiments with guinea pig brain membrane homogenates, using the highly sigma-specific radioligands [3H]-3 and [3H]-(+)-3-(3-hydroxyphenyl)-N-(1-propyl)piperidine and the phencyclidine (PCP) receptor specific compounds [3H]-N-[1-(2-thienyl)-cyclohexyl]piperidine and [3H]-(+)-5-methyl-10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5,10- imine. The affinity of N,N'-diarylguanidines for the sigma receptor decreases with increasing steric bulk of ortho substituents larger than C2H5. Hydrophobic substituents are generally preferred over similarly positioned hydrophilic ones. Furthermore, electroneutral substituents are preferred over strongly electron donating or withdrawing groups. Significant binding to the sigma receptor is usually retained as long as at least one side of the guanidine bears a preferred group (e.g. 2-CH3C6H5). Replacement of one or both aryl rings with certain saturated carbocycles (e.g. cyclohexyl, norbornyl, or adamantyl) leads to a significant increase in affinity. By combining the best aromatic and best saturated carbocyclic substituents in the same molecule, we arrived at some of the most potent sigma ligands described to date (e.g. N-exo-2-norbornyl-N'-(2-iodophenyl)guanidine, IC50 = 3 nM vs [3H]-3). All of the compounds tested were several orders of magnitude more potent at the sigma receptor than at the PCP receptor, with a few notable exceptions. This series of disubstituted guanidines may be of value in the development of potential antipsychotics and in the further pharmacological and biochemical characterization of the sigma receptor.",43,ChEMBL,CHEMBL763612,20181013,7333|7594|41011|407725|2817952|3315413|9919363|10243335|10378304|12549981|12628908|13781931|13781932|14122788|14125583|14292034|14771669|14771670|14771672|14771674|14771676|14771682|14771684|14771685|14771686|14771688|14771690|14771694|14771696|14771708|14771728|14771731|14771735|14771739|44318068|136056476,103186197|103282235|103282278|103282324|103282329|103282472|103282513|103282519|103282864|103282915|103282940|103282979|103283072|103283073|103283109|103283111|103283115|103283129|103283174|103283175|103283176|103283270|103283304|103283474|103283926|103671874|103671877|103671880|103671884|103671885|103671973|103672004|103676273|103677548|103677595|160677132,2902|2903|2904|2905|2906|116443|116444,In vitro,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1975275.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
69,156821,Confirmatory,Ability to displace [3H]TCP from PCP receptor in guinea pig membranes,"Title: Synthesis, characterization, and biological evaluation of a novel class of N-(arylethyl)-N-alkyl-2-(1-pyrrolidinyl)ethylamines: structural requirements and binding affinity at the sigma receptor._||_Abstract: By synthesizing and testing a part-structure, N-[2-(3,4-dichlorophenyl)ethyl]-N-methyl-2-(1-pyrrolidinyl)ethylamine (3), derived from our previously reported high affinity sigma receptor ligands (1S,2R)-(-)-N-[2-(3,4-dichlorophenyl)-ethyl]-N-methyl-2-(1- pyrrolidinyl)cyclohexylamine [(-)-2] and (+)-2, we have identified a novel class of superpotent (subnanomolar affinity) sigma ligands specific for the sigma receptor labeled by [3H]-(+)-3-PPP. When 3 was tested for its capacity to displace [3H]-(+)-3-PPP from guinea pig brain membranes, it exhibited a Ki of 0.34 nM, which is better than either of its parent compounds (-)-2 (Ki = 1.3 nM) and (+)-2 (Ki = 6.0 nM). Other compounds related to 3 such as N-[2-(3,4-dichlorophenyl)ethyl]-N-methyl-2-(1-homopiperidinyl)ethy lamine (19) exhibited Ki = 0.17 nM [( 3H]-(+)-3-PPP). The determinants for high sigma receptor affinity of 3 were examined by manipulation of this structure in a number of different ways. The high efficacy of these compounds for the sigma receptor, their relative chemical simplicity and ease of synthesis, and their high degree of selective identifies N-[2-(3,4-dichlorophenyl)ethyl]-N-methyl-2-(1-pyrrolidinyl)ethylamine (3) and related compounds as a highly promising base for determination of the functional role of sigma receptors as well as the development of novel therapeutic agents.",43,ChEMBL,CHEMBL763613,20181013,5026275|15113312,103383719|103384129,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1310114.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
70,156822,Literature-derived,Ability to displace [3H]TCP from PCP receptor in guinea pig membranes; No inhibition,"Title: Synthesis, characterization, and biological evaluation of a novel class of N-(arylethyl)-N-alkyl-2-(1-pyrrolidinyl)ethylamines: structural requirements and binding affinity at the sigma receptor._||_Abstract: By synthesizing and testing a part-structure, N-[2-(3,4-dichlorophenyl)ethyl]-N-methyl-2-(1-pyrrolidinyl)ethylamine (3), derived from our previously reported high affinity sigma receptor ligands (1S,2R)-(-)-N-[2-(3,4-dichlorophenyl)-ethyl]-N-methyl-2-(1- pyrrolidinyl)cyclohexylamine [(-)-2] and (+)-2, we have identified a novel class of superpotent (subnanomolar affinity) sigma ligands specific for the sigma receptor labeled by [3H]-(+)-3-PPP. When 3 was tested for its capacity to displace [3H]-(+)-3-PPP from guinea pig brain membranes, it exhibited a Ki of 0.34 nM, which is better than either of its parent compounds (-)-2 (Ki = 1.3 nM) and (+)-2 (Ki = 6.0 nM). Other compounds related to 3 such as N-[2-(3,4-dichlorophenyl)ethyl]-N-methyl-2-(1-homopiperidinyl)ethy lamine (19) exhibited Ki = 0.17 nM [( 3H]-(+)-3-PPP). The determinants for high sigma receptor affinity of 3 were examined by manipulation of this structure in a number of different ways. The high efficacy of these compounds for the sigma receptor, their relative chemical simplicity and ease of synthesis, and their high degree of selective identifies N-[2-(3,4-dichlorophenyl)ethyl]-N-methyl-2-(1-pyrrolidinyl)ethylamine (3) and related compounds as a highly promising base for determination of the functional role of sigma receptors as well as the development of novel therapeutic agents.",43,ChEMBL,CHEMBL763614,20181013,126388|9796923|9883360|15113306|15113308|15113313,103186198|103383625|103383718|103383721|103383750|103384340,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,1310114.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
71,156823,Confirmatory,Binding affinity towards PCP receptor in guinea pig brain membrane using radiolabeled ligand [3H]TCP (1-[1-(2-thienyl)cyclohexyl]piperidine) was determined,Binding affinity towards PCP receptor in guinea pig brain membrane using radiolabeled ligand [3H]TCP (1-[1-(2-thienyl)cyclohexyl]piperidine) was determined,43,ChEMBL,CHEMBL763615,20180908,45260642|45260649|45260651|45260656|45260657|45260670|45260674|45260678|45260691,103671575|103671586|103671588|103671595|103671597|103671617|103671625|103671632|103671661,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,10141.0,,,,0,0,0,0,0,0
73,238982,Confirmatory,Mean inhibitory constant against porcine N-methyl-D-aspartate (NMDA) glutamate receptor; n=1,"Title: NMDA-NR2B subtype selectivity of stereoisomeric 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives._||_Abstract: Enantiopure 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives were tested for their affinity to the ifenprodil binding site of the NMDA receptor, their potency to inhibit [3H]MK801 binding and their NMDA-NR2B subtype selectivity. The (1S,1'S)-configurated series displayed the highest affinity to the ifenprodil binding site. A reasonable potency and NMDA-NR2B subtype selectivity was found for (1S,1'S)-4c (R1=Me, R2=OMe). A high affinity to HERG K+ channels, however, suggests that (1S,1'S)-4c may involve an increased risk of cardiovascular side effects.",43,ChEMBL,CHEMBL828179,20181018,10618320,103466752,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,15837299.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9823.0,,,,0,0,0,0,0,0
74,238983,Confirmatory,Mean inhibitory constant against porcine N-methyl-D-aspartate (NMDA) glutamate receptor; n=3,"Title: NMDA-NR2B subtype selectivity of stereoisomeric 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives._||_Abstract: Enantiopure 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives were tested for their affinity to the ifenprodil binding site of the NMDA receptor, their potency to inhibit [3H]MK801 binding and their NMDA-NR2B subtype selectivity. The (1S,1'S)-configurated series displayed the highest affinity to the ifenprodil binding site. A reasonable potency and NMDA-NR2B subtype selectivity was found for (1S,1'S)-4c (R1=Me, R2=OMe). A high affinity to HERG K+ channels, however, suggests that (1S,1'S)-4c may involve an increased risk of cardiovascular side effects.",43,ChEMBL,CHEMBL828180,20181018,9998705|10497882|10497883|10498834|10498835|10546555|10617348|10617349|10665363|10666040|10689687|10783593|10783594|10784562|10831541,103466728|103466729|103466753|103466798|103466857|103466883|103466910|103466964|103466965|103466988|103466989|103467085|103467086|103467111|103467147,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,15837299.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9823.0,,,,0,0,0,0,0,0
76,242372,Confirmatory,Mean inhibitory concentration against [3H]MK-801 binding to porcine N-methyl-D-aspartate (NMDA) glutamate receptor; n=3,"Title: NMDA-NR2B subtype selectivity of stereoisomeric 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives._||_Abstract: Enantiopure 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives were tested for their affinity to the ifenprodil binding site of the NMDA receptor, their potency to inhibit [3H]MK801 binding and their NMDA-NR2B subtype selectivity. The (1S,1'S)-configurated series displayed the highest affinity to the ifenprodil binding site. A reasonable potency and NMDA-NR2B subtype selectivity was found for (1S,1'S)-4c (R1=Me, R2=OMe). A high affinity to HERG K+ channels, however, suggests that (1S,1'S)-4c may involve an increased risk of cardiovascular side effects.",43,ChEMBL,CHEMBL828706,20181018,9998705|10497882|10497883|10498834|10498835|10546555|10617348|10617349|10665363|10666040|10689687|10783593|10783594|10831541,103466728|103466753|103466798|103466857|103466883|103466910|103466964|103466965|103466988|103466989|103467085|103467086|103467111|103467147,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,15837299.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9823.0,,,,0,0,0,0,0,0
77,242451,Confirmatory,Mean inhibitory concentration against [3H]ifenprodil binding to porcine N-methyl-D-aspartate (NMDA) glutamate receptor; n=1,"Title: NMDA-NR2B subtype selectivity of stereoisomeric 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives._||_Abstract: Enantiopure 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives were tested for their affinity to the ifenprodil binding site of the NMDA receptor, their potency to inhibit [3H]MK801 binding and their NMDA-NR2B subtype selectivity. The (1S,1'S)-configurated series displayed the highest affinity to the ifenprodil binding site. A reasonable potency and NMDA-NR2B subtype selectivity was found for (1S,1'S)-4c (R1=Me, R2=OMe). A high affinity to HERG K+ channels, however, suggests that (1S,1'S)-4c may involve an increased risk of cardiovascular side effects.",43,ChEMBL,CHEMBL828290,20181018,10497882|10783593|10783594,103466728|103466883|103467086,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,15837299.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9823.0,,,,0,0,0,0,0,0
78,242452,Confirmatory,Mean inhibitory concentration against [3H]ifenprodil binding to porcine N-methyl-D-aspartate (NMDA) glutamate receptor; n=3,"Title: NMDA-NR2B subtype selectivity of stereoisomeric 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives._||_Abstract: Enantiopure 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives were tested for their affinity to the ifenprodil binding site of the NMDA receptor, their potency to inhibit [3H]MK801 binding and their NMDA-NR2B subtype selectivity. The (1S,1'S)-configurated series displayed the highest affinity to the ifenprodil binding site. A reasonable potency and NMDA-NR2B subtype selectivity was found for (1S,1'S)-4c (R1=Me, R2=OMe). A high affinity to HERG K+ channels, however, suggests that (1S,1'S)-4c may involve an increased risk of cardiovascular side effects.",43,ChEMBL,CHEMBL828291,20181018,9998705|10497883|10498834|10498835|10546555|10617349|10665363|10689687|10831541,103466753|103466798|103466910|103466964|103466988|103466989|103467085|103467111|103467147,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,15837299.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9823.0,,,,0,0,0,0,0,0
79,243247,Literature-derived,Specific binding of [3H]ifenprodil to N-methyl-D-aspartate (NMDA) glutamate receptor remaining in presence of 100 uM inhibitor,"Title: NMDA-NR2B subtype selectivity of stereoisomeric 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives._||_Abstract: Enantiopure 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives were tested for their affinity to the ifenprodil binding site of the NMDA receptor, their potency to inhibit [3H]MK801 binding and their NMDA-NR2B subtype selectivity. The (1S,1'S)-configurated series displayed the highest affinity to the ifenprodil binding site. A reasonable potency and NMDA-NR2B subtype selectivity was found for (1S,1'S)-4c (R1=Me, R2=OMe). A high affinity to HERG K+ channels, however, suggests that (1S,1'S)-4c may involve an increased risk of cardiovascular side effects.",43,ChEMBL,CHEMBL835972,20181018,10617348|10618320|10666040|10784562,103466729|103466752|103466857|103466965,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,15837299.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9823.0,,,,0,0,0,0,0,0
80,253288,Literature-derived,Mean inhibitory concentration against [3H]MK-801 binding to porcine N-methyl-D-aspartate (NMDA) glutamate receptor; -=not tested,"Title: NMDA-NR2B subtype selectivity of stereoisomeric 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives._||_Abstract: Enantiopure 2-(1,2,3,4-tetrahydro-1-isoquinolyl)ethanol derivatives were tested for their affinity to the ifenprodil binding site of the NMDA receptor, their potency to inhibit [3H]MK801 binding and their NMDA-NR2B subtype selectivity. The (1S,1'S)-configurated series displayed the highest affinity to the ifenprodil binding site. A reasonable potency and NMDA-NR2B subtype selectivity was found for (1S,1'S)-4c (R1=Me, R2=OMe). A high affinity to HERG K+ channels, however, suggests that (1S,1'S)-4c may involve an increased risk of cardiovascular side effects.",43,ChEMBL,CHEMBL826489,20181018,10618320|10784562,103466729|103466752,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,15837299.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9823.0,,,,0,0,0,0,0,0
83,258149,Literature-derived,Percentage binding to NMDA at 10 uM,"Title: A new chemical tool for exploring the physiological function of the PDE2 isozyme._||_Abstract: Oxindole (2) is a potent and selective PDE2 inhibitor with a favorable ADME, physiochemical and pharmacokinetic profile to allow for use as a chemical tool in elucidating the physiological role of PDE2.",43,ChEMBL,CHEMBL859473,20181019,11438405,103476180,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,16275071.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,,,,,0,0,0,0,0,0
91,260865,Literature-derived,Binding affinity to NMDA receptor at 10 uM,Title: A new chemical tool for exploring the role of the PDE4D isozyme in leukocyte function._||_Abstract: Nicotinamide (2) is a potent and selective inhibitor of the PDE4D isozyme and as a chemical tool selectively blocks eosinophil mediator release and chemotaxis thus linking the role of PDE4D to eosinophil function.,43,ChEMBL,CHEMBL866490,20181020,18734933,103480475,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,16263279.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,,,,,0,0,0,0,0,0
98,510726,Confirmatory,Binding affinity to human recombinant NMDA receptor,"Title: Spiroindolones, a potent compound class for the treatment of malaria._||_Abstract: Recent reports of increased tolerance to artemisinin derivatives--the most recently adopted class of antimalarials--have prompted a need for new treatments. The spirotetrahydro-beta-carbolines, or spiroindolones, are potent drugs that kill the blood stages of Plasmodium falciparum and Plasmodium vivax clinical isolates at low nanomolar concentration. Spiroindolones rapidly inhibit protein synthesis in P. falciparum, an effect that is ablated in parasites bearing nonsynonymous mutations in the gene encoding the P-type cation-transporter ATPase4 (PfATP4). The optimized spiroindolone NITD609 shows pharmacokinetic properties compatible with once-daily oral dosing and has single-dose efficacy in a rodent malaria model.",43,ChEMBL,CHEMBL1247908,20200702,44469321,103755818,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,20813948.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9606.0,,,,0,0,0,0,0,0
99,584251,Literature-derived,Inhibition of human NMDA receptor at up to 10 uM,"Title: Lersivirine, a nonnucleoside reverse transcriptase inhibitor with activity against drug-resistant human immunodeficiency virus type 1._||_Abstract: The nonnucleoside reverse transcriptase inhibitors (NNRTIs) are key components of highly active antiretroviral therapy (HAART) for the treatment of human immunodeficiency virus type 1 (HIV-1). A major problem with the first approved NNRTIs was the emergence of mutations in the HIV-1 reverse transcriptase (RT), in particular K103N and Y181C, which led to resistance to the entire class. We adopted an iterative strategy to synthesize and test small molecule inhibitors from a chemical series of pyrazoles against wild-type (wt) RT and the most prevalent NNRTI-resistant mutants. The emerging candidate, lersivirine (UK-453,061), binds the RT enzyme in a novel way (resulting in a unique resistance profile), inhibits over 60% of viruses bearing key RT mutations, with 50% effective concentrations (EC(50)s) within 10-fold of those for wt viruses, and has excellent selectivity against a range of human targets. Altogether lersivirine is a highly potent and selective NNRTI, with excellent efficacy against NNRTI-resistant viruses.",43,ChEMBL,CHEMBL1691871,20200626,16739244,103708524,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,20660667.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9606.0,,,,0,0,0,0,0,0
102,738073,Confirmatory,Displacement of [3H]MK-801 from NMDA receptor complex (unknown origin) after 40 mins,"Title: Improving the inhibitory activity of arylidenaminoguanidine compounds at the N-methyl-D-aspartate receptor complex from a recursive computational-experimental structure-activity relationship study._||_Abstract: Using a combination of both the partial least squares (PLS) and back-propagation artificial neural network (ANN) pattern recognition methods, several models have been developed to predict the activity of a series of arylidenaminoguanidine analogs as inhibitory modulators of the N-methyl-D-aspartate receptor complex. This was done by correlating structural and physicochemical descriptors obtained from computation software with the experimentally observed [(3)H]MK-801 displacement ability of a small library of synthesized and in vitro screened arylidenaminoguanidines. Results for the generated PLS model were r(2)=0.814, rmsd=0.208, rCV(2)=0.714, loormsd=0.261. The ANN model was created utilizing the eleven descriptors from the PLS model for comparison. The quality of the ANN model (r(2)=0.828, rmsd=0.200, rCV(2)=0.721, loormsd=0.257) is similar to the PLS model, and indicates that the feature between the inputs and the output is majorly linear. These computational models were able to predict inhibition of the NMDA receptor complex by this series of compounds in silico, affording a predictive structure-based 'pre-screening' paradigm for the arylideneaminoguanidine analogs.",43,ChEMBL,CHEMBL2352644,20200626,9577485|13975369|21396684|44118332|44118333|49796208|49796212|49796213|49796486|49796488|49796489|49796493|54609066|71584181|71584183|71584184|71584303|71584304|71584305|71584307|71584309|71584311|71584314|71584442|71584446|71716508|71716509|71716510|71717118|71717740|71717741|71717743|71718347|71718947|71718948|71719559|71719560|71720158|71720799|71720800|118705656|135422276|136250345|136250348|136259934,103236300|103236393|103236394|103322645|103322837|103322850|103323303|103675504|124963533|124974075|164129972|164129973|164129985|164129986|164129987|164129988|164132816|164132817|164132829|164135651|164135652|164135653|164135654|164135655|164135656|164135657|164135658|164135659|164138506|164138526|164138527|164141273|164141274|164141275|164144083|164144084|164144085|164146804|164146805|164146806|164146807|164149717|164149735|164149736|164149737,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,23465801.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9606.0,,,,0,0,0,0,0,0
104,768419,Literature-derived,Inhibition of NMDA receptor (unknown origin) at 10 uM,"Title: Atropisomeric 4-phenyl-4H-1,2,4-triazoles as selective glycine transporter 1 inhibitors._||_Abstract: We report on the optimization of 4H-1,2,4-triazole derivatives to increase their activity and selectivity as glycine transporter 1 (GlyT1) inhibitors. Structure-activity relationship exploration resulted in the identification of a 3-[3-ethyl-5-(6-phenylpyridin-3-yl)-4H-1,2,4-triazol-4-yl]-2-methylbenzonitrile (14u) compound with markedly higher selectivity for GlyT1. Physiochemical studies revealed that 14u exists as a stable pair of atropisomers under physiological conditions. We successfully separated the atropisomers to obtain active enantiomer (R)-14u, which displayed favorable pharmacokinetic properties, as well as positive results in the mice Y-maze test.",43,ChEMBL,CHEMBL2421619,20200629,9925334,174492973,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,23837744.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9606.0,,,,0,0,0,0,0,0
105,1054803,Confirmatory,Binding affinity to human NMDA receptor by PDSP assay,"Title: Synthesis and evaluation in monkey of [(18)F]4-fluoro-N-methyl-N-(4-(6-(methylamino)pyrimidin-4-yl)thiazol-2-yl)benzamide ([(18)F]FIMX): a promising radioligand for PET imaging of brain metabotropic glutamate receptor 1 (mGluR1)._||_Abstract: We sought to develop a PET radioligand that would be useful for imaging human brain metabotropic subtype 1 receptors (mGluR1) in neuropsychiatric disorders and in drug development. 4-Fluoro-N-methyl-N-(4-(6-(methylamino)pyrimidin-4-yl)thiazol-2-yl)benzamide (FIMX, 11) was identified as having favorable properties for development as a PET radioligand. We developed a method for preparing [(18)F]11 in useful radiochemical yield and in high specific activity from [(18)F]fluoride ion and an N-Boc-protected (phenyl)aryliodonium salt precursor (15). In baseline experiments in rhesus monkey, [(18)F]11 gave high brain radioactivity uptake, reflecting the expected distribution of mGluR1 with notably high uptake in cerebellum, which became 47% lower by 120 min after radioligand injection. Pharmacological challenges demonstrated that a very high proportion of the radioactivity in monkey brain was bound specifically and reversibly to mGluR1. [(18)F]11 is concluded to be an effective PET radioligand for imaging mGluR1 in monkey brain and therefore merits further evaluation in human subjects.",43,ChEMBL,CHEMBL3090306,20200620,16660294,103706501,2902|2903|2904|2905|2906|116443|116444,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Curation Efforts|Research and Development,24147864.0,0,,O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,9606.0,,,,0,0,0,0,0,0
