,aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation,partial_agonist_desc,partial_agonist_aidname,agonist_desc,agonist_aidname,antagonist_desc,antagonist_aidname
451,64478,Confirmatory,In vitro binding affinity at human cloned Dopamine receptor D2L expressed in Sf9 cell membranes,"Title: New pyridobenzodiazepine derivatives: modifications of the basic side chain differentially modulate binding to dopamine (D(4.2), D(2L)) and serotonin (5-HT(2A)) receptors._||_Abstract: A series of new pyridobenzodiazepines with variation of the basic side chain were synthesized and evaluated for their binding to D(4.2), D(2L), and 5-HT(2A) receptors in comparison with clozapine, haloperidol, and two parent compounds previously described, 8-chloro-6-(4-methyl-1-piperazinyl)-11H-pyrido[2,3-b][1,4]benzodiazepine (8) and 8-methyl-6-(4-methyl-1-piperazinyl)-11H-pyrido[2,3-b][1,4]benzodiazepine (9). In the piperazine series, replacing the N-methyl group by a N-phenyl moiety (15-17, 30-32) provided a dramatic decrease of affinity for all receptors (K(i) > 1000 nM). A N-cyclohexyl group (20, 35) restored some affinity. Compounds with a N-benzyl (18, 33) or N-phenethyl side chain (19, 34) had significant affinities at D(4.2) and 5-HT(2A) receptors. Homologation of the piperazine nucleus (29, 44) led to a significant decrease of the affinity at all receptors investigated. In the 4-aminopiperidine series, N-methyl derivatives (21, 36) possessed less affinity in comparison with the N-methylpiperazine analogues (8, 9) while the N-benzyl congeners (22, 37) showed similar affinities. The rigidification of piperidine nucleus as obtained in azabicyclo[3.2.1]octane derivatives (23, 38) involved a slight reduction of the affinity at D(4.2) and 5-HT(2A) receptors while the affinity at D(2L) receptors was dramatically increased. The introduction of N-substituted aminoalkylamines to replace N-methylpiperazine generally led to a significant decrease in the affinity for D(4.2) receptors but some of these molecules (24, 25, 41) presented a significant 5-HT(2A) binding affinity. The presence of a more flexible side chain induced an increased conformational freedom. Consequently, the preferential position of the distal nitrogen or its basicity in piperazine derivatives was greatly modified. 19 with a high D(4.2) and 5-HT(2A) affinity (K(i) = 40 and 103 nM, respectively) did not induce cataleptic phenomenon in the paw test in rats but significantly reduced the immobility time in Porsolt's test in mice suggesting antidepressant properties.",43,ChEMBL,CHEMBL673081,20181017,3559|3802|9927411|10363821|10893228|11058829|11079832|11732013|135398737|135404757|135442113|135471592|135501649|136094866|136094867,103165765|103167216|103259600|103259841|103392692|103392965|103393110|103393134|103393445|103393457|103393471|103393473|103393492|103393810|103393811,1813,In vitro,P14416,Curation Efforts|Research and Development,12408724,0,,P14416,,521.0,,,0,0,0,0,0,0
452,64479,Confirmatory,"In vitro binding affinity towards Dopamine receptor D2L, using [3H]spiroperidol radioligand in Sf9 baculovirus expression.","Title: A structure-affinity relationship study on derivatives of N-[2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide, a high-affinity and selective D(4) receptor ligand._||_Abstract: N-[2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide (1), a high-affinity and selective dopamine D(4) receptor ligand, was chosen as a lead, and structural modifications were done on its amide bond and on its alkyl chain linking the benzamide moiety to the piperazine ring and by preparing some semirigid analogues. The binding profile at dopamine D(4) and dopamine D(2), serotonin 5-HT(1A), and adrenergic alpha(1) receptors of 16 new compounds was determined. From the results emerged that the modification of the amide bond and the elongation of the intermediate alkyl chain caused a decrease in dopamine D(4) receptor affinity. All prepared semirigid analogues displayed D(4) receptor affinity values in the same range of the opened counterparts.",43,ChEMBL,CHEMBL673082,20181016,3559|135398737,103165765|103167216,1813,In vitro,P14416,Curation Efforts|Research and Development,10649982,0,,P14416,,521.0,,,0,0,0,0,0,0
453,64480,Confirmatory,In vitro binding affinity at human Dopamine receptor D2 (long) by [3H]spiroperidol displacement.,"Title: A structure-affinity relationship study on derivatives of N-[2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide, a high-affinity and selective D(4) receptor ligand._||_Abstract: N-[2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide (1), a high-affinity and selective dopamine D(4) receptor ligand, was chosen as a lead, and structural modifications were done on its amide bond and on its alkyl chain linking the benzamide moiety to the piperazine ring and by preparing some semirigid analogues. The binding profile at dopamine D(4) and dopamine D(2), serotonin 5-HT(1A), and adrenergic alpha(1) receptors of 16 new compounds was determined. From the results emerged that the modification of the amide bond and the elongation of the intermediate alkyl chain caused a decrease in dopamine D(4) receptor affinity. All prepared semirigid analogues displayed D(4) receptor affinity values in the same range of the opened counterparts.",43,ChEMBL,CHEMBL673083,20181016,3626837|10000302|10044835|10548967|10572985|10573099|10597050|10644771|10715225|10737150|10761912|10763496|10786474|10811814|10832341|71450871,103305504|103305505|103305534|103305626|103305655|103305656|103305657|103305981|103306014|103306016|103306086|103306087|103306114|103306119|103306172|163315900,1813,In vitro,P14416,Curation Efforts|Research and Development,10649982,0,,P14416,,,,,0,0,0,0,0,0
454,64481,Confirmatory,"In vitro binding affinity towards human Dopamine receptor D2L, using [3H]spiroperidol radioligand in Sf9 baculovirus expression.","Title: A structure-affinity relationship study on derivatives of N-[2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide, a high-affinity and selective D(4) receptor ligand._||_Abstract: N-[2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide (1), a high-affinity and selective dopamine D(4) receptor ligand, was chosen as a lead, and structural modifications were done on its amide bond and on its alkyl chain linking the benzamide moiety to the piperazine ring and by preparing some semirigid analogues. The binding profile at dopamine D(4) and dopamine D(2), serotonin 5-HT(1A), and adrenergic alpha(1) receptors of 16 new compounds was determined. From the results emerged that the modification of the amide bond and the elongation of the intermediate alkyl chain caused a decrease in dopamine D(4) receptor affinity. All prepared semirigid analogues displayed D(4) receptor affinity values in the same range of the opened counterparts.",43,ChEMBL,CHEMBL673084,20181016,10810976,103305984,1813,In vitro,P14416,Curation Efforts|Research and Development,10649982,0,,P14416,,521.0,,,0,0,0,0,0,0
462,64489,Confirmatory,Tested for the binding constant against cloned human Dopamine receptor D2L in HEK cells by displacing [3H]spiperone,Title: A novel series of hybrid compounds derived by combining 2-aminotetralin and piperazine fragments: binding activity at D2 and D3 receptors._||_Abstract: A series of 7-hydroxy-2-[N-alkyl-(N-(4-phenylpiperazine)-alkyl)amino]tetralins was developed based on a novel hybrid approach that combined 2-aminotetralin and arylpiperazine pharmacophoric moieties. Our preliminary study revealed that a four-methylene butyl linker produced very potent compounds for both the D2 and D3 receptors. Further structure-activity studies led to a novel template showing 50- to 100-fold selectivity for the D3 receptor.,43,ChEMBL,CHEMBL670524,20180930,10178704|10200368|10228202|10364677|10479465|22261332|22261340|44371025|44371356|44371566,103405835|103406355|103406394|103406395|103406397|103406408|103406414|103406450|103406454|103406793,1813,,P14416,Curation Efforts|Research and Development,11844685,0,,P14416,9606.0,45.0,,,0,0,0,0,0,0
467,64494,Literature-derived,In vitro binding affinity at human cloned Dopamine receptor D2L expressed in Sf9 cell membranes; ND means no data,"Title: New pyridobenzodiazepine derivatives: modifications of the basic side chain differentially modulate binding to dopamine (D(4.2), D(2L)) and serotonin (5-HT(2A)) receptors._||_Abstract: A series of new pyridobenzodiazepines with variation of the basic side chain were synthesized and evaluated for their binding to D(4.2), D(2L), and 5-HT(2A) receptors in comparison with clozapine, haloperidol, and two parent compounds previously described, 8-chloro-6-(4-methyl-1-piperazinyl)-11H-pyrido[2,3-b][1,4]benzodiazepine (8) and 8-methyl-6-(4-methyl-1-piperazinyl)-11H-pyrido[2,3-b][1,4]benzodiazepine (9). In the piperazine series, replacing the N-methyl group by a N-phenyl moiety (15-17, 30-32) provided a dramatic decrease of affinity for all receptors (K(i) > 1000 nM). A N-cyclohexyl group (20, 35) restored some affinity. Compounds with a N-benzyl (18, 33) or N-phenethyl side chain (19, 34) had significant affinities at D(4.2) and 5-HT(2A) receptors. Homologation of the piperazine nucleus (29, 44) led to a significant decrease of the affinity at all receptors investigated. In the 4-aminopiperidine series, N-methyl derivatives (21, 36) possessed less affinity in comparison with the N-methylpiperazine analogues (8, 9) while the N-benzyl congeners (22, 37) showed similar affinities. The rigidification of piperidine nucleus as obtained in azabicyclo[3.2.1]octane derivatives (23, 38) involved a slight reduction of the affinity at D(4.2) and 5-HT(2A) receptors while the affinity at D(2L) receptors was dramatically increased. The introduction of N-substituted aminoalkylamines to replace N-methylpiperazine generally led to a significant decrease in the affinity for D(4.2) receptors but some of these molecules (24, 25, 41) presented a significant 5-HT(2A) binding affinity. The presence of a more flexible side chain induced an increased conformational freedom. Consequently, the preferential position of the distal nitrogen or its basicity in piperazine derivatives was greatly modified. 19 with a high D(4.2) and 5-HT(2A) affinity (K(i) = 40 and 103 nM, respectively) did not induce cataleptic phenomenon in the paw test in rats but significantly reduced the immobility time in Porsolt's test in mice suggesting antidepressant properties.",43,ChEMBL,CHEMBL671519,20181017,135533255,103393813,1813,In vitro,P14416,Curation Efforts|Research and Development,12408724,0,,P14416,,521.0,,,0,0,0,0,0,0
468,64495,Literature-derived,In vitro binding affinity at human Dopamine receptor D2L expressed in Sf9 cell membranes; ND means no data.,"Title: New pyridobenzodiazepine derivatives: modifications of the basic side chain differentially modulate binding to dopamine (D(4.2), D(2L)) and serotonin (5-HT(2A)) receptors._||_Abstract: A series of new pyridobenzodiazepines with variation of the basic side chain were synthesized and evaluated for their binding to D(4.2), D(2L), and 5-HT(2A) receptors in comparison with clozapine, haloperidol, and two parent compounds previously described, 8-chloro-6-(4-methyl-1-piperazinyl)-11H-pyrido[2,3-b][1,4]benzodiazepine (8) and 8-methyl-6-(4-methyl-1-piperazinyl)-11H-pyrido[2,3-b][1,4]benzodiazepine (9). In the piperazine series, replacing the N-methyl group by a N-phenyl moiety (15-17, 30-32) provided a dramatic decrease of affinity for all receptors (K(i) > 1000 nM). A N-cyclohexyl group (20, 35) restored some affinity. Compounds with a N-benzyl (18, 33) or N-phenethyl side chain (19, 34) had significant affinities at D(4.2) and 5-HT(2A) receptors. Homologation of the piperazine nucleus (29, 44) led to a significant decrease of the affinity at all receptors investigated. In the 4-aminopiperidine series, N-methyl derivatives (21, 36) possessed less affinity in comparison with the N-methylpiperazine analogues (8, 9) while the N-benzyl congeners (22, 37) showed similar affinities. The rigidification of piperidine nucleus as obtained in azabicyclo[3.2.1]octane derivatives (23, 38) involved a slight reduction of the affinity at D(4.2) and 5-HT(2A) receptors while the affinity at D(2L) receptors was dramatically increased. The introduction of N-substituted aminoalkylamines to replace N-methylpiperazine generally led to a significant decrease in the affinity for D(4.2) receptors but some of these molecules (24, 25, 41) presented a significant 5-HT(2A) binding affinity. The presence of a more flexible side chain induced an increased conformational freedom. Consequently, the preferential position of the distal nitrogen or its basicity in piperazine derivatives was greatly modified. 19 with a high D(4.2) and 5-HT(2A) affinity (K(i) = 40 and 103 nM, respectively) did not induce cataleptic phenomenon in the paw test in rats but significantly reduced the immobility time in Porsolt's test in mice suggesting antidepressant properties.",43,ChEMBL,CHEMBL671520,20181017,10894276|10906255|11058535|11070520|11132372|11783703|11784097|11809415|11811924|135443755|135465626|135470397|135479917|135493017|135493023|135501661|135542446|135545150,103392565|103392580|103392860|103392884|103392885|103392908|103392975|103392976|103392977|103393001|103393109|103393133|103393446|103393455|103393458|103393470|103393536|103393812,1813,In vitro,P14416,Curation Efforts|Research and Development,12408724,0,,P14416,9606.0,521.0,,,0,0,0,0,0,0
474,64501,Confirmatory,"Binding affinity at cloned human Dopamine receptor D2 expressed in CHO cells, using [125I]iodosulpiride as radioligand","Binding affinity at cloned human Dopamine receptor D2 expressed in CHO cells, using [125I]iodosulpiride as radioligand",43,ChEMBL,CHEMBL670172,20180908,9863108|10359736|10525119|42266974|42273483|44273552|44273553|44273715|44273720|44273741|44273815|44273855|44273876|44273877|44273882|44273884|44273887|44273896|44273897|44273908|44273912|44273920|44273921|44273924|44273925|44273927|44273928,103186493|103186494|103186495|103186791|103186796|103186832|103186833|103186976|103187058|103187106|103187107|103187118|103187119|103187122|103187147|103187148|103187150|103187172|103187178|103187199|103187200|103187224|103187225|103187226|103187227|103187228|103187252,1813,,P14416,Curation Efforts|Research and Development,,0,,P14416,,197.0,,,0,0,0,0,0,0
480,64653,Confirmatory,Ability to displace [3H]spiperone from the cloned human Dopamine receptor D2S stably expressed in Chinese hamster ovary (CHO) cells was determined.,"Title: 2,2-Dicyanovinyl as a nonaromatic aryl bioisostere: synthesis, binding experiments and SAR studies of highly selective dopamine D4 receptor ligands._||_Abstract: The phenylpiperazinylmethyl substituted pyrrolylmethylenemalononitriles of type 3 and 4 were synthesized and evaluated as strong and selective dopamine D4 receptor ligands.",43,ChEMBL,CHEMBL670553,20180909,10425969|15467369|15467370|15467371|15467372|15467373|135398737,103165765|103249005|103249006|103249047|103249064|103249125|103249603,1813,,P14416,Curation Efforts|Research and Development,10450964,0,,P14416,,197.0,,,0,0,0,0,0,0
481,64654,Confirmatory,Ability to displace [3H]spiperone [0.5 nM (Kd=0.2-0.45 nM)] from human cloned dopamine receptor D2S expressed in CHO cells at 0.5 nM concentration,"Title: Stereocontrolled dopamine receptor binding and subtype selectivity of clebopride analogues synthesized from aspartic acid._||_Abstract: Employing the achiral 4-aminopiperidine derivative clebopride as a lead compound, chiral analogues were developed displaying dopamine receptor binding profiles that proved to be strongly dependent on the stereochemistry. Compared to the D1 receptor, the test compounds showed high selectivity for the D2-like subtypes including D2(long), D2(short), D3 and D4. The highest D4 and D3 affinities were observed for the cis-3-amino-4-methylpyrrolidines 3e and the enantiomer ent3e resulting in K(i) values of 0.23 and 1.8 nM, respectively. The benzamides of type 3 and 5 were synthesized in enantiopure form starting from (S)-aspartic acid and its unnatural optical antipode.",43,ChEMBL,CHEMBL670554,20181001,10551026|44339992,103238224|103333702,1813,,P14416,Curation Efforts|Research and Development,12951112,0,,P14416,,197.0,,,0,0,0,0,0,0
482,64655,Confirmatory,Affinity for the Dopamine receptor D2S was determined using membranes from CHO cells labeled with [3H]spiperone,Title: New generation dopaminergic agents. Part 8: heterocyclic bioisosteres that exploit the 7-OH-2-(aminomethyl)chroman D(2) template._||_Abstract: Based on the 7-OH-2-(aminomethyl)chroman dopamine D(2) template (2) is described the preparation and resolution of two bioisosteric analogues. The benzimidazol-2-one derivative (6) had similar affinity to the known indolone derivative (4).,43,ChEMBL,CHEMBL670555,20180930,9820313|9861459|9948584|10063875|10378389|10470579|10613605,103251600|103251614|103253086|103302677|103302704|103302710|103302711,1813,,P14416,Curation Efforts|Research and Development,11814775,0,,P14416,,197.0,,,0,0,0,0,0,0
492,64665,Confirmatory,Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.,"Title: Enantio- and diastereocontrolled dopamine D1, D2, D3 and D4 receptor binding of N-(3-pyrrolidinylmethyl)benzamides synthesized from aspartic acid._||_Abstract: Subreceptor selectivity tuning of N-(3-pyrrolidinyl)benzamides leading to the selective dopamine D3 ligand ent1h and the derivatives 1g and 1e/ent1e which preferably recognize human D2 or D4 receptors, respectively, is described. Binding profiles were controlled by both, absolute and relative configuration. The enantiopure target compounds were synthesized from aspartic acid.",43,ChEMBL,CHEMBL672576,20180909,688272|10001207|10432808|44380685|44380697|44380715|44380716|44380717|44380770|44380774|44380785|44380802|44380815|44380816|44380921|44381117|44381118|44381146|44381147,103424667|103424682|103424715|103424717|103424718|103424766|103424807|103424809|103424812|103424828|103424844|103424867|103424868|103425010|103425348|103425349|103425407|103425408|131279812,1813,,P14416,Curation Efforts|Research and Development,10206547,0,,P14416,,,,,0,0,0,0,0,0
495,64668,Confirmatory,In vitro displacement of [3H]spiperone from the recombinant human dopamine receptor D2 short form expressed in CHO cells,"Title: Phenyloxazoles and phenylthiazoles as benzamide bioisosteres: synthesis and dopamine receptor binding profiles._||_Abstract: Conformationally restricted benzamide bioisosteres were investigated when the aminomethylpyrrolidine derivative 4o proved D3 as well as D4 binding properties which were comparable to those of the atypical neuroleptics sulpiride and clozapine, respectively.",43,ChEMBL,CHEMBL672579,20180929,688272|6937303|10479188|12049520|12049521|12050193|12050194|12050195|12050196|12050197|12050198|12050199|12050200|12050201|12050202|44304603|44304621|44304643|44304644|44304652|44304814|71449034|71450812|71454405|71457956|135398737|135995891,103165765|103254286|103254336|103254372|103254377|103254418|103254495|103254522|103254528|103254529|103254554|103254598|103254599|103254608|103254653|103254667|103254701|103254710|103254712|103254973|103254974|103255078|131279812|163312452|163315793|163322722|163329536,1813,In vitro,P14416,Curation Efforts|Research and Development,10987445,0,,P14416,,197.0,,,0,0,0,0,0,0
496,64669,Confirmatory,Displacement of [3H]spiperone from human Dopamine receptor D2S expressed in CHO cells,"Title: Piperidinylpyrroles: design, synthesis and binding properties of novel and selective dopamine D4 receptor ligands._||_Abstract: Piperidinylpyrroles of type 3 were synthesized through a modified Paal-Knorr reaction. For the introduction of pyrrole-substituents high yielding transformations including Sonogashira cross-coupling reactions were utilized. Employment of the reagent TosMIC gave access to the regioisomeric oxazolyl derivatives 7 and 11 which showed the highest dopamine D4 receptor binding of the series investigated.",43,ChEMBL,CHEMBL672580,20180909,2779264|3156990|9995378|10357869|15508238|15508239|15508240|15508242|15508243|44336552|44336571|135398737,103165765|103325796|103325849|103325850|103325875|103325876|103325893|103325894|103325922|103325926|103325954|103325974,1813,,P14416,Curation Efforts|Research and Development,10560741,0,,P14416,9606.0,197.0,,,0,0,0,0,0,0
513,218634,Literature-derived,Evaluated for the dopamine D2 receptor antagonistic activity (antagonism of apomorphine-induced emesis in dogs) at a dose of 3.0 mg/kg administered perorally,"Title: Novel benzamides as selective and potent gastric prokinetic agents. 1. Synthesis and structure-activity relationships of N-[(2-morpholinyl)alkyl]benzamides._||_Abstract: With the purpose of obtaining more potent and selective gastric prokinetic than metoclopramide (1), a new series of N-[(2-morpholinyl)alkyl]benzamides (17-52) were synthesized and their gastric prokinetic activity was evaluated by determining effects on the gastric emptying of phenol red semisolid meal and of resin pellets solid meal in rats and mice. The morpholinyl moiety was newly designed after consideration of the side-chain structure of cisapride (2) and produced the desired activity when coupled with the 4-amino-5-chloro-2-methoxybenzoyl group of both metoclopramide and cisapride. Modification of the substituents of the benzoyl group markedly influenced the activity. In particular, 4-amino-N-[(4-benzyl-2-morpholinyl)methyl]-5-chloro-2-methoxybenzamide (17) and the 4-(dimethylamino) and 2-ethoxy analogues (25 and 29) of 17 showed potent and selective gastric prokinetic activity along with a weak dopamine D2 receptor antagonistic activity.",43,ChEMBL,CHEMBL820122,20181012,197237,103204358,1813,,P14416,Curation Efforts|Research and Development,2139471,0,,P14416,9615.0,,,,0,0,1,1,1,1
522,226579,Literature-derived,Ratio between binding affinities of dopamine D2 and serotonin 5-HT 2A receptors,"Title: Butyrophenone analogues in the carbazole series: synthesis and determination of affinities at D2 and 5-HT2A receptors._||_Abstract: We describe a practical and efficient route for synthesis of 2-aminomethyl-1,2,3,9-tetrahydro-4H-carbazol-4-ones using an effective Fisher indole methodology. The most active compounds, 4b (QF 2003B) and 4c (QF 2004B), with pKi (5-HT2A/D2) ratio of 1.28 show an antipsychotic profile according to Meltzer's classification.",43,ChEMBL,CHEMBL845371,20200702,10072800|10367486|44345787,103332013|103346316|103346983,1813,,P14416,Curation Efforts|Research and Development,9934473,0,,P14416,,,,,0,0,0,0,0,0
525,228906,Literature-derived,In vivo potency was determined in anti-mescaline scratch assay(peroral administration),In vivo potency was determined in anti-mescaline scratch assay(peroral administration),43,ChEMBL,CHEMBL848197,20180908,9905222|10426373|15229597|19022852|44315510|44315535|44315536|44315537|44315552|44315579|44315580|44315581|44315794|44315795|44315815|44315830,103277465|103277526|103277592|103277593|103277594|103277595|103277642|103277643|103277704|103277706|103277707|103277708|103278206|103278207|103278285|103278324,1813,In vivo,P14416,Curation Efforts|Research and Development,,0,,P14416,,,,,0,0,0,0,0,0
538,238201,Confirmatory,Binding affinity against D2L receptor,Title: Diaminopyrimidine and diaminopyridine 5-HT7 ligands._||_Abstract: The present studies have identified a series of diaminopyrimidines and diaminopyridines as novel 5-HT(7) receptor ligands. Three regiosiomeric classes of pyrimidines and four regioisomeric classes of pyridines were synthesized and analyzed for binding to the 5-HT(7) receptor. The 5-HT(7) binding affinities of different regioisomers show clearly the structure-activity relationship with position of ring nitrogens.,43,ChEMBL,CHEMBL875190,20181018,10450593|44393007|44393134|44393169|44393193,103448947|103449103|103449204|103449262|103449303,1813,,P14416,Curation Efforts|Research and Development,15261280,0,,P14416,,,,,0,0,0,0,0,0
543,238522,Confirmatory,Binding affinity for dopamine D2 receptor,"Title: Haloperidol: towards further understanding of the structural contributions of its pharmacophoric elements at D2-like receptors._||_Abstract: An attempt to understand the pharmacophore-relevant position of the alcoholic moiety in haloperidol and the contributions of other pharmacophoric elements led to the re-synthesis of its tropane analogue (compound 2). An analysis of the binding data suggests that haloperidol binds to the DA receptors with the OH group in the axial position and the OH group, while not essential for binding, enhances binding especially at the D2 receptor. It also became clear that shortening the butyrophenone chain not only reduces binding affinity at the DA receptors but eliminates subtype selectivity.",43,ChEMBL,CHEMBL838814,20181018,11957618|13091274|45263202|45263203|45263205|45263214|45265656,103669327|103675169|103675171|103675173|103675187|103678963|103678999,1813,,P14416,Curation Efforts|Research and Development,15501032,0,,P14416,,,,,0,0,0,0,0,0
550,238963,Confirmatory,Binding affinity towards human D2 long receptor using [3H]spiperone expressed in CHO cells,"Title: Synthesis and radioiodination of selective ligands for the dopamine D3 receptor subtype._||_Abstract: Starting from FAUC 365, a series of iodine substituted heteroaryl carboxamides has been synthesized revealing high affinity and selectivity for the dopamine D3 receptor. Binding data showed a 15-560-fold selectivity for the dopamine D3 over D2. A 2,3-dichloro substitution pattern on the phenylpiperazine moiety led to the highest subtype selectivity, whereas the 2-methoxy substituted compounds showed superior D3 affinity. Suitable precursors were radioiodinated with high radiochemical yields (53-85%) leading to potential imaging agents for the D3 receptor by SPET.",43,ChEMBL,CHEMBL828883,20181018,10276451|10438027|44393372|44393393|44393403|44393411|44393415,103252954|103449558|103449589|103449600|103449615|103449627|103449632,1813,,P14416,Curation Efforts|Research and Development,15225707,0,,P14416,9606.0,197.0,,,0,0,0,0,0,0
553,238994,Confirmatory,Binding affinity towards human D2 short receptor using [3H]spiperone expressed in CHO cells,"Title: Synthesis and radioiodination of selective ligands for the dopamine D3 receptor subtype._||_Abstract: Starting from FAUC 365, a series of iodine substituted heteroaryl carboxamides has been synthesized revealing high affinity and selectivity for the dopamine D3 receptor. Binding data showed a 15-560-fold selectivity for the dopamine D3 over D2. A 2,3-dichloro substitution pattern on the phenylpiperazine moiety led to the highest subtype selectivity, whereas the 2-methoxy substituted compounds showed superior D3 affinity. Suitable precursors were radioiodinated with high radiochemical yields (53-85%) leading to potential imaging agents for the D3 receptor by SPET.",43,ChEMBL,CHEMBL828760,20181018,10276451|10438027|44393372|44393393|44393403|44393411|44393415,103252954|103449558|103449589|103449600|103449615|103449627|103449632,1813,,P14416,Curation Efforts|Research and Development,15225707,0,,P14416,9606.0,197.0,,,0,0,0,0,0,0
555,239052,Confirmatory,Inhibition of [3H]-spiperone binding to human Dopamine receptor D2,"Title: Discovery of new tetracyclic tetrahydrofuran derivatives as potential broad-spectrum psychotropic agents._||_Abstract: A series of novel tetracyclic tetrahydrofuran derivatives was prepared and evaluated for its potential psychotropic properties. In vitro affinities for multiple dopaminergic, serotonergic, alpha-adrenergic, and histamine receptors and for the norepinephrine transporter as well as the ED(50) values obtained in some in vivo assays for antipsychotic, anxiolytic, and antidepressant potential are reported. Compounds (-)-1, (-)-8d, and (+)-8d have been identified as potential broad-spectrum psychotropic agents.",43,ChEMBL,CHEMBL829120,20181018,3559|4184|4205|5073|9839050|11186523|44401041|44401042|44401105|44401106|44401164|44401194|44401243|44401244|135398737|135398745,103164209|103165765|103167216|103170825|103189247|103195217|103305320|103465285|103465286|103465379|103465380|103465474|103465524|103465583|103465584|103466083,1813,,P14416,Curation Efforts|Research and Development,15771415,0,,P14416,9606.0,,,,0,0,0,0,0,0
565,239248,Confirmatory,In vitro binding affinity against recombinant human dopamine receptor D2L in human liver microsomes,"Title: Syntheses and properties of the major hydroxy metabolites in humans of blonanserin AD-5423, a novel antipsychotic agent._||_Abstract: Two major metabolites in humans of blonanserin, 2-(4-ethyl-1-piperazinyl)-4-(4-fluorophenyl)-5,6,7,8,9,10-hexahydrocycloocta-[b]pyridine (code name AD-5423), were synthesized. The first, 7-hydroxylated AD-5423, was synthesized through a four-step process starting from 4-fluorobenzoylacetonitrile (1), and the second, 8-hydroxylated AD-5423, a nine-step process also from 1. The optical resolution, structures, and receptor binding properties of the metabolites were documented.",43,ChEMBL,CHEMBL840158,20181018,125564|44389309|44389321|44389330|44389345,103443179|103443217|103443236|103443250|103443283,1813,In vitro,P14416,Curation Efforts|Research and Development,15686911,0,,P14416,9606.0,,,,0,0,0,0,0,0
575,239904,Confirmatory,Binding affinity against Dopamine receptor D2,"Title: Pharmacological evaluation of selected arylpiperazines with atypical antipsychotic potential._||_Abstract: Six active compounds, among previously synthesized and screened arylpiperazines, were selected and evaluated for the binding affinity to rat dopamine, serotonin and alpha(1) receptors. Two compounds with benztriazole group had a 5-HT(2A)/D(2) binding ratio characteristic for atypical neuroleptics (>1, pK(i) values). Compound 2, 5-[2-[4-(2,3-dimethyl-phenyl)-piperazin-1-yl]ethyl]1H-benzotriazole, expressed clozapine-like in vitro binding profile at D(2), 5-HT(2A) and alpha 1 receptors and a higher affinity for 5-HT(1A) receptors than clozapine. Also, it exhibited the noncataleptic behavioural pattern of atypical antipsychotics and antagonized d-amphetamine-induced hyperlocomotion in rats.",43,ChEMBL,CHEMBL838638,20181018,10042602|10088453|10316297|10546334|10762475|44393173|135398737,103165765|103449211|103449263|103449270|103449289|103449290|103449357,1813,,P14416,Curation Efforts|Research and Development,15261283,0,,P14416,,,,,0,0,0,0,0,0
579,243280,Confirmatory,Binding affinity to displace [3H]spiperone from cloned human dopamine receptor D2 was determined,Title: The role of QSAR in dopamine interactions._||_Abstract: Dopamine receptor blockers have been used for the treatment of schizophrenia for many years. We have developed 22 quantitative structure activity relationships (QSAR) for different sets of compounds to understand chemical-biological interactions governing their activities toward dopamine receptors.,43,ChEMBL,CHEMBL835389,20181018,10315310|10447709|10450892|10494394|10498972|10518406|10588194|10589218|10590285|10636896|10660814|10684706|10708280|10732925|10733406|10734727|10758004|10780510|10780942|10805355,103189602|103363609|103363611|103363638|103363808|103363828|103363829|103363830|103363891|103363893|103363899|103363918|103363922|103363949|103364010|103364100|103364101|103364142|103364550|103364591,1813,,P14416,Curation Efforts|Research and Development,15808487,0,,P14416,9606.0,,,,0,0,0,0,0,0
580,243284,Confirmatory,Binding affinity towards human dopamine receptor D2 was determined by using [3H]spiperone as radioligand,Title: The role of QSAR in dopamine interactions._||_Abstract: Dopamine receptor blockers have been used for the treatment of schizophrenia for many years. We have developed 22 quantitative structure activity relationships (QSAR) for different sets of compounds to understand chemical-biological interactions governing their activities toward dopamine receptors.,43,ChEMBL,CHEMBL835392,20181018,3645619|9883554|9975465|10065188|10088259|10382581|10473658|10593191|10616050|10617381|10642239|10665101|10737474|10760638|10761258,103226857|103232945|103232947|103232948|103232972|103233383|103233384|103233386|103233420|103233672|103233707|103233710|103233789|103233822|103233894,1813,,P14416,Curation Efforts|Research and Development,15808487,0,,P14416,9606.0,,,,0,0,0,0,0,0
